Font Name,Family,Serif,Weight,Optical Size,Italic,Font Width,Style,Case,Glyph Name,Glyph Width,Glyph Height,Shape Width,Shape Height,Shape Area,On Curve Points,Total Points,Non Extrema Points
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,K,722,1001,0.1510581490196079,673,698,29,65,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,L,611,1001,0.09435865098039216,556,698,16,34,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,M,1000,1001,0.20366590588235298,954,707,37,85,4
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,N,833,1001,0.14916590980392158,803,707,24,50,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,O,833,1001,0.14738145882352943,717,728,8,24,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,P,556,1001,0.1204392156862745,500,698,20,48,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Q,833,1001,0.17971152941176477,745,932,13,37,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,R,722,1001,0.16138854901960786,670,698,26,62,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,S,500,1001,0.1001728,408,728,14,34,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,T,666,1001,0.10469204705882353,634,726,21,37,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,U,722,1001,0.12490641568627447,698,713,20,44,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,V,723,1001,0.11132865882352942,711,713,23,51,3
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,W,1000,1001,0.2060821647058824,996,713,42,82,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,X,778,1001,0.13825327058823528,732,698,38,82,2
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Y,722,1001,0.1051598588235294,674,698,26,54,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Upper,Z,722,1001,0.13042028235294117,676,713,16,30,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,a,500,1001,0.07829647058823529,423,472,21,55,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,b,556,1001,0.11294583529411766,468,779,19,45,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,c,444,1001,0.060530760784313735,394,472,10,28,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,d,556,1001,0.11753124313725494,487,779,25,57,2
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,e,444,1001,0.06820492549019609,376,472,15,37,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,f,333,1001,0.07423083921568628,326,764,24,48,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,g,500,1001,0.11951772549019611,454,685,29,81,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,h,556,1001,0.11430638431372551,502,764,30,62,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,i,278,1001,0.04998032941176471,214,709,19,43,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,j,278,1001,0.06229763921568628,173,937,14,34,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,k,556,1001,0.10979429019607845,502,764,34,68,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,l,278,1001,0.06668072156862746,214,764,15,31,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,m,832,1001,0.1376949960784314,784,457,44,92,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,n,556,1001,0.0890666117647059,502,457,29,59,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,o,556,1001,0.08125063529411766,472,472,8,24,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,p,556,1001,0.11267364705882356,495,691,25,57,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,q,556,1001,0.11068619607843139,490,694,21,45,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,r,389,1001,0.05439016862745099,341,457,21,45,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,s,389,1001,0.060971294117647075,305,472,14,34,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,t,333,1001,0.058201764705882376,295,559,15,25,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,u,556,1001,0.08622425098039217,496,457,22,48,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,v,500,1001,0.05713037647058824,462,457,19,39,0
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,w,778,1001,0.10916385882352943,752,457,33,67,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,x,556,1001,0.07631866666666667,518,442,33,81,4
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,y,500,1001,0.07101474509803922,466,670,22,54,1
SabonLTStd-Roman,Sabon LT Std,Serif,Regular,Text,Roman,Regular,Regular Roman,Lower,z,444,1001,0.06669923529411764,395,463,15,21,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,A,722,1001,0.10937419999999999,663,713,25,45,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,B,667,1001,0.1450526117647059,576,698,26,62,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,C,722,1001,0.10184006274509805,637,728,17,41,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,D,833,1001,0.1492652470588235,747,698,21,51,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,E,667,1001,0.11534792156862746,602,698,34,60,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,F,556,1001,0.09886001788235296,547,698,32,60,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,G,833,1001,0.12822792156862745,691,728,24,54,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,H,833,1001,0.15884016470588233,841,698,40,72,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,I,389,1001,0.07261937254901962,379,698,18,34,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,J,389,1001,0.08588196078431373,473,926,17,39,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,K,722,1001,0.1350698431372549,695,698,43,91,5
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,L,667,1001,0.08972721568627451,596,698,17,33,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,M,944,1001,0.19055673725490194,916,698,38,68,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,N,833,1001,0.14204710588235295,837,698,34,68,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,O,889,1001,0.13694964705882354,738,728,8,24,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,P,611,1001,0.1115486117647059,566,698,25,51,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Q,889,1001,0.1847126133308872,770,941,23,61,3
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,R,722,1001,0.14692489411764706,639,698,31,67,3
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,S,500,1001,0.10024131764705882,462,728,21,49,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,T,667,1001,0.10224699607843137,653,713,26,46,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,U,778,1001,0.11926952156862747,688,713,29,63,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,V,722,1001,0.1017660705882353,674,713,22,40,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,W,1000,1001,0.18859549019607844,950,713,51,91,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,X,778,1001,0.13050683921568626,769,698,45,87,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Y,667,1001,0.09954301176470588,627,698,31,57,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Upper,Z,722,1001,0.12338997647058828,683,698,16,26,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,a,500,1001,0.08199122352941178,453,491,23,57,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,b,556,1001,0.10734776470588235,460,783,17,39,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,c,444,1001,0.052323513725490205,382,472,11,31,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,d,556,1001,0.11171776470588236,530,779,25,59,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,e,444,1001,0.06573201568627451,386,472,12,34,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,f,333,1001,0.07890873725490197,461,992,17,29,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,g,500,1001,0.11000294117647058,525,685,30,86,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,h,556,1001,0.10724762352941176,471,764,22,50,3
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,i,278,1001,0.05002735294117647,235,705,20,52,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,j,278,1001,0.05634,313,918,17,43,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,k,556,1001,0.11201604689059029,458,779,26,58,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,l,278,1001,0.06736058823529413,245,779,14,30,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,m,833,1001,0.13618080000000002,772,459,44,104,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,n,556,1001,0.08996178884059307,497,457,31,73,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,o,556,1001,0.07152188235294119,460,472,8,24,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,p,556,1001,0.11150201960784313,505,793,23,49,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,q,556,1001,0.10570560000000001,484,714,20,40,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,r,389,1001,0.05145170196078433,361,472,19,47,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,s,389,1001,0.05818371764705883,338,472,18,50,4
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,t,333,1001,0.060433094117647065,297,583,18,30,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,u,556,1001,0.09295917647058825,494,457,28,68,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,v,500,1001,0.06711840000000002,459,472,20,54,2
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,w,778,1001,0.1142795294117647,735,472,33,89,4
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,x,556,1001,0.0800725411764706,519,474,31,69,0
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,y,500,1001,0.07977160784313726,464,685,20,50,1
SabonLTStd-Italic,Sabon LT Std,Serif,Regular,Text,Italic,Regular,Regular Italic,Lower,z,444,1001,0.06457436862745099,424,532,28,80,4
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,A,722,1001,0.15040668235294116,698,723,33,65,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,B,667,1001,0.19796922352941176,588,698,26,56,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,C,722,1001,0.13832000000000003,646,728,12,32,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,D,778,1001,0.1986773713975803,718,698,18,42,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,E,611,1001,0.15263480784313727,569,698,29,59,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,F,556,1001,0.1346154588235294,507,698,28,54,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,G,778,1001,0.16761700392156864,716,728,23,51,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,H,833,1001,0.2241401176470588,795,698,40,72,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,I,333,1001,0.1018532549019608,305,698,18,34,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,J,389,1001,0.13023723921568628,412,916,15,33,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,K,722,1001,0.1947173647058823,684,698,36,70,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,L,611,1001,0.11753772549019606,565,698,21,45,3
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,M,1000,1001,0.254420768627451,968,713,39,75,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,N,833,1001,0.18681998039215686,805,713,30,54,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,O,834,1001,0.1932197647058824,752,728,8,24,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,P,556,1001,0.15401985882352945,521,698,23,47,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Q,834,1001,0.22643043137254903,767,941,17,49,4
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,R,722,1001,0.207519505882353,683,698,29,61,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,S,500,1001,0.12768834509803922,418,728,14,38,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,T,722,1001,0.13331265882352944,696,729,25,49,2
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,U,778,1001,0.15352707450980393,742,713,24,48,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,V,722,1001,0.13065515294117647,708,713,25,49,2
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,W,1000,1001,0.2450706823529412,996,713,46,86,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,X,778,1001,0.173104,744,698,44,84,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Y,722,1001,0.13565287843137253,698,698,31,59,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Upper,Z,722,1001,0.1633361882352941,664,721,15,27,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,a,500,1001,0.10401813725490199,443,479,23,59,3
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,b,556,1001,0.15537842352941178,519,779,18,42,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,c,444,1001,0.07719789411764709,399,479,10,28,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,d,556,1001,0.1518286274509804,497,779,21,43,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,e,444,1001,0.08410864313725493,386,479,13,31,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,f,333,1001,0.10066823529411767,336,764,24,46,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,g,500,1001,0.1508722823529412,452,692,28,72,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,h,556,1001,0.15339921568627451,512,764,29,57,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,i,278,1001,0.06795360000000002,234,726,20,44,2
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,j,278,1001,0.0853512,187,954,15,35,2
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,k,556,1001,0.14360803137254902,521,764,34,70,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,l,278,1001,0.09114070588235294,234,764,14,28,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,m,833,1001,0.1837658352941177,789,464,45,93,2
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,n,556,1001,0.11924981960784317,512,464,31,63,2
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,o,556,1001,0.10459105882352944,480,479,8,24,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,p,556,1001,0.1470257411764706,506,699,25,55,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,q,556,1001,0.14559176470588236,498,710,23,55,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,r,389,1001,0.07165615686274511,358,464,22,46,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,s,389,1001,0.07419991764705886,297,479,14,36,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,t,333,1001,0.07433735294117647,297,575,15,25,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,u,556,1001,0.12021960784313726,512,479,26,50,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,v,500,1001,0.07300266666666667,472,464,24,46,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,w,778,1001,0.13546616470588238,752,464,38,68,1
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,x,556,1001,0.0976178823529412,528,449,44,84,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,y,500,1001,0.09022418823529413,472,677,28,56,0
SabonLTStd-Bold,Sabon LT Std,Serif,Bold,Text,Roman,Regular,Bold Roman,Lower,z,444,1001,0.08674434509803923,404,472,17,31,2
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,A,685,1001,0.1455672705882353,741,726,31,55,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,B,630,1001,0.19422192156862744,617,698,26,64,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,C,741,1001,0.13289568627450982,665,728,15,39,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,D,778,1001,0.19837981176470587,771,698,19,47,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,E,648,1001,0.15288663529411764,642,698,31,71,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,F,593,1001,0.13151962352941174,624,698,28,62,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,G,815,1001,0.16467074509803922,721,728,24,56,1
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,H,796,1001,0.2127230274509804,854,698,36,76,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,I,352,1001,0.09886964705882353,420,698,16,36,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,J,352,1001,0.1299159843137255,559,926,16,40,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,K,685,1001,0.18051101176470585,758,698,37,79,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,L,630,1001,0.11913354509803921,613,698,18,38,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,M,944,1001,0.24487482352941178,994,698,39,75,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,N,778,1001,0.17999640784313725,854,698,34,70,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,O,852,1001,0.18777261176470592,756,728,8,24,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,P,593,1001,0.1532315294117647,622,698,23,55,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,Q,852,1001,0.2549113647058824,794,941,21,55,1
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,R,685,1001,0.19946376470588237,694,698,31,69,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,S,538,1001,0.1242481882352941,489,728,20,50,1
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,T,667,1001,0.1325272078431373,662,719,25,49,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,U,722,1001,0.1457372,714,713,24,56,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,V,685,1001,0.1307054823529412,742,713,24,44,0
SabonLTStd-BoldItalic,Sabon LT Std,Serif,Bold,Text,Italic,Regular,Bold Italic,Upper,W,981,1001,0.24907466666666664,1048,713,40,76,0
